PID,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q32,q33,q34,q35,q36,q37,q38,q39,q40,Cond,attencheck1,attencheck2,self-admit,taskloadeffort_1,taskloadeffort_9,taskloadeffort_10,taskloadeffort_11,taskloadeffort_12,taskloadeffort_13,taskloadeffort_14,taskloadeffort_15,taskloadeffort_16,taskloadnothing_1,taskloadnothing_9,taskloadnothing_10,taskloadnothing_11,taskloadnothing_12,taskloadnothing_13,taskloadnothing_14,taskloadnothing_15,taskloadnothing_16,nfc_1,nfc_2,nfc_3,nfc_4,nfc_5,nfc_6,nfc_7,nfc_8,nfc_9,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_17,nfc_18,bps_1,bps_2,bps_3,bps_4,bps_5,bps_6,bps_7,bps_8,moe_1,moe_2,moe_3,moe_4,moe_5,moe_6,moe_7,moe_8,moe_9,moe_10,moe_11,moe_12,moe_13,moe_14,moe_15,moe_16,moe_17,moe_18,SDS_1,SDS_2,SDS_3,SDS_4,SDS_5,SDS_6,SDS_7,SDS_8,SDS_9,SDS_10,SDS_11,SDS_12,SDS_13,SDS_14,SDS_15
153,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,Highpay,Green,Blue,No,0.99,1.82,0,0.95,3.55,1.78,0.99,0.91,0.8,0,6.89,0,0.01,3.38,0.03,0.03,0.03,0.03,Agree Somewhat,Neither Agree nor Disagree,Disagree Strongly,Disagree Strongly,Disagree Strongly,Neither Agree nor Disagree,Disagree Strongly,Neither Agree nor Disagree,Disagree Somewhat,Neither Agree nor Disagree,Agree Somewhat,Disagree Somewhat,Agree Somewhat,Neither Agree nor Disagree,Agree Somewhat,Neither Agree nor Disagree,Disagree Somewhat,Agree Somewhat,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree
154,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lowpay,Green,Blue,Yes,3.66,5.54,0,2.94,6.13,1.08,3.01,1.96,3.85,0,3.83,0,1.19,7,0,1.72,0,4.17,Disagree Somewhat,Neither Agree nor Disagree,Disagree Somewhat,Neither Agree nor Disagree,Disagree Somewhat,Disagree Strongly,Agree Somewhat,Agree Strongly,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree Strongly,Agree Somewhat,Agree Somewhat,Neither Agree nor Disagree,Agree Strongly,Agree Somewhat,Agree Somewhat,Agree,Agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree
155,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,Lowpay,Green,Blue,Yes,4.04,5.1,0,2.9,6.06,1.92,2.92,2.92,3.41,0,5.59,0,3.31,7,0,0,3.33,0,Agree Somewhat,Neither Agree nor Disagree,Disagree Somewhat,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree Somewhat,Neither Agree nor Disagree,Agree Somewhat,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree Somewhat,Disagree Somewhat,Agree Somewhat,Agree,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree
156,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,Lowpay,Green,Blue,Yes,0.48,0,0,0,7,0.42,0,0.01,2.82,0,1,0,0,7,0,0,0,0,Disagree Somewhat,Disagree Strongly,Agree Strongly,Agree Somewhat,Agree Somewhat,Disagree Strongly,Disagree Somewhat,Agree Strongly,Agree Somewhat,Agree Somewhat,Neither Agree nor Disagree,Disagree Somewhat,Disagree Somewhat,Agree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Strongly agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree
157,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,Highpay,Yellow,Green,No,2.95,2,0.08,0.08,6.23,0.92,0.08,0.08,0.08,0.08,6.97,0.08,0.07,7,0.08,0.08,0.08,0.08,Neither Agree nor Disagree,Agree Strongly,Disagree Somewhat,Neither Agree nor Disagree,Agree Strongly,Disagree Somewhat,Agree Strongly,Disagree Strongly,Agree Strongly,Agree Somewhat,Disagree Somewhat,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree Somewhat,Neither Agree nor Disagree,Agree Strongly,Agree Somewhat,Agree Strongly,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree
158,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,Highpay,Green,Blue,No,4.4,6.1,0.1,4.96,4.01,5.15,4.02,2.07,0.04,0.08,5.14,0.11,0.05,6.99,0.06,0.86,0.82,0.07,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree Somewhat,Neither Agree nor Disagree,Disagree Strongly,Agree Somewhat,Neither Agree nor Disagree,Disagree Somewhat,Agree Somewhat,Disagree Strongly,Agree Somewhat,Disagree Somewhat,Disagree Somewhat,Agree Strongly,Agree Somewhat,Agree Strongly,Disagree Strongly,Agree Somewhat,Strongly disagree,Disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree
159,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,Highpay,Yellow,Green,No,3.99,1.89,3.17,1.18,5.03,4.05,2.15,3.18,3.6,3.52,4.83,3.93,1.34,2.17,3.03,2.27,3.93,2.74,Agree Somewhat,Agree Somewhat,Disagree Strongly,Agree Somewhat,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree Strongly,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree Somewhat,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree Somewhat,Agree Somewhat,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree Somewhat,Agree Strongly,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highpay,Green,Blue,Yes,0,0,0,0,0,0,0,0,0,0.09,2.94,0.08,0.13,7,1.65,0.08,0.19,5.07,Neither Agree nor Disagree,Agree Strongly,Disagree Somewhat,Disagree Strongly,Disagree Somewhat,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree Somewhat,Agree Somewhat,Disagree Somewhat,Agree Somewhat,Disagree Somewhat,Neither Agree nor Disagree,Disagree Somewhat,Disagree Somewhat,Agree Somewhat,Disagree Somewhat,Neither Agree nor Disagree,Disagree,Strongly disagree,Somewhat disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree
161,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Highpay,Green,Blue,Yes,0.86,4.03,0.01,0.9,4.07,1.14,1.94,1.11,0.92,0.85,5.49,0,0,5.18,0,0,1.92,0,Disagree Somewhat,Disagree Somewhat,Neither Agree nor Disagree,Agree Somewhat,Agree Somewhat,Disagree Somewhat,Agree Somewhat,Disagree Somewhat,Agree Somewhat,Disagree Somewhat,Disagree Somewhat,Neither Agree nor Disagree,Disagree Somewhat,Disagree Somewhat,Agree Somewhat,Agree Somewhat,Agree Somewhat,Neither Agree nor Disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree
162,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,Lowpay,Green,Blue,No,2.96,1.42,1.17,1.15,6.1,3.46,0.86,0.84,3.07,0.07,3.01,0.07,0.07,7,0.07,0,0,3.91,Agree Somewhat,Agree Somewhat,Disagree Strongly,Disagree Strongly,Disagree Somewhat,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree Somewhat,Disagree Strongly,Neither Agree nor Disagree,Agree Somewhat,Disagree Strongly,Agree Somewhat,Neither Agree nor Disagree,Agree Somewhat,Agree Somewhat,Disagree Strongly,Disagree Somewhat,Disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Disagree,Disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree
163,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,Lowpay,Green,Blue,No,4.12,0.44,0.43,2.2,4.72,5.5,1.79,0.28,0.97,0.44,3.82,0.47,1.38,6.98,0.37,2.7,0.43,0.19,Disagree Strongly,Disagree Strongly,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree Strongly,Disagree Strongly,Disagree Strongly,Agree Somewhat,Neither Agree nor Disagree,Disagree Somewhat,Agree Strongly,Disagree Strongly,Disagree Somewhat,Agree Strongly,Agree Somewhat,Neither Agree nor Disagree,Disagree Somewhat,Neither Agree nor Disagree,Strongly agree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree
164,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,Highpay,Green,Blue,No,2.72,3.71,6.34,1.15,6.54,0.21,2.46,0.37,6.48,0,7,0,0.26,7,0,7,0,0,Neither Agree nor Disagree,Disagree Somewhat,Agree Somewhat,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree Somewhat,Disagree Somewhat,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree Somewhat,Neither Agree nor Disagree,Disagree Somewhat,Disagree Somewhat,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree Strongly,Neither Agree nor Disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree
165,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,Highpay,Green,Blue,Yes,1.91,2.79,0.74,1.98,6.02,3,0.75,1.92,4.97,0,0.93,0,1.77,7,0,0,0.73,7,Agree Strongly,Neither Agree nor Disagree,Disagree Somewhat,Disagree Somewhat,Disagree Somewhat,Disagree Somewhat,Neither Agree nor Disagree,Agree Somewhat,Agree Somewhat,Disagree Somewhat,Agree Somewhat,Disagree Strongly,Agree Somewhat,Neither Agree nor Disagree,Agree Somewhat,Neither Agree nor Disagree,Disagree Somewhat,Agree Strongly,Somewhat agree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree
166,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,Lowpay,Green,Blue,Yes,2.94,4.31,1.52,2.98,6.22,1.91,1.5,2.94,0.68,0.71,3.67,0.58,5.25,7,0.81,1.41,4.19,0.69,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree Strongly,Disagree Somewhat,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree Somewhat,Disagree Somewhat,Disagree Somewhat,Agree Somewhat,Disagree Somewhat,Agree Somewhat,Agree Strongly,Agree Somewhat,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree
167,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,Highpay,Green,Blue,No,0.83,3,0.84,0.9,5.85,0.84,0,0,0.98,0.01,2.74,0,0,5.94,0.01,0.01,0.01,0,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree Somewhat,Neither Agree nor Disagree,Disagree Somewhat,Neither Agree nor Disagree,Agree Somewhat,Agree Somewhat,Neither Agree nor Disagree,Agree Somewhat,Neither Agree nor Disagree,Disagree Somewhat,Agree Somewhat,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree Somewhat,Disagree Somewhat,Agree Somewhat,Disagree,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree
168,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,Highpay,Green,Blue,No,0.87,2.92,0,0.82,7,7,0.8,0,7,0,6.12,0,0.95,7,7,2.98,2.07,7,Agree Somewhat,Agree Strongly,Disagree Strongly,Disagree Somewhat,Disagree Somewhat,Agree Somewhat,Disagree Somewhat,Neither Agree nor Disagree,Disagree Somewhat,Agree Strongly,Agree Strongly,Disagree Strongly,Agree Somewhat,Agree Strongly,Agree Somewhat,Agree Strongly,Disagree Somewhat,Agree Strongly,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree
169,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Lowpay,Green,Blue,Yes,0.18,6.02,0,0.51,4.71,0.44,0.93,0.05,3.12,0,4.89,0,0,7,0,0,3.52,0,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree Strongly,Disagree Somewhat,Disagree Somewhat,Agree Somewhat,Agree Somewhat,Agree Somewhat,Neither Agree nor Disagree,Agree Strongly,Disagree Somewhat,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree Strongly,Agree Strongly,Agree Somewhat,Agree Strongly,Agree Somewhat,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highpay,Green,Blue,Yes,0.85,4.08,0.84,0,4.07,0,0,0,0,0,6.61,0,0,7,0,0.62,0,0,Disagree Strongly,Disagree Strongly,Agree Somewhat,Agree Strongly,Agree Somewhat,Disagree Somewhat,Agree Somewhat,Agree Somewhat,Agree Strongly,Disagree Strongly,Disagree Somewhat,Agree Somewhat,Disagree Somewhat,Neither Agree nor Disagree,Disagree Strongly,Disagree Somewhat,Agree Somewhat,Disagree Somewhat,Somewhat disagree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree
