PID,attencheck1,q1,q1ans,q2,q2ans,q3,q3ans,q4,q4ans,q5,q5ans,q6,q6ans,q7,q7ans,q8,q8ans,q9,q9ans,q10,q10ans,first_deckA_mental,first_deckA_boredom,first_deckB_mental,first_deckB_boredom,q11,q11ans,q12,q12ans,q13,q13ans,q14,q14ans,q15,q15ans,q16,q16ans,q17,q17ans,q18,q18ans,q19,q19ans,q20,q20ans,second_deckA_mental,second_deckA_boredom,second_deckB_mental,second_deckB_boredom,q21,q21ans,q22,q22ans,q23,q23ans,q24,q24ans,q25,q25ans,q26,q26ans,q27,q27ans,q28,q28ans,q29,q29ans,q30,q30ans,third_deckA_mental,third_deckA_boredom,third_deckB_mental,third_deckB_boredom,q31,q31ans,q32,q32ans,q33,q33ans,q34,q34ans,q35,q35ans,q36,q36ans,q37,q37ans,q38,q38ans,q39,q39ans,q40,q40ans,fourth_deckA_mental,fourth_deckA_boredom,fourth_deckB_mental,fourth_deckB_boredom,q41,q41ans,q42,q42ans,q43,q43ans,q44,q44ans,q45,q45ans,q46,q46ans,q47,q47ans,q48,q48ans,q49,q49ans,q50,q50ans,fifth_deckA_mental,fifth_deckA_boredom,fifth_deckB_mental,fifth_deckB_boredom,q51,q51ans,q52,q52ans,q53,q53ans,q54,q54ans,q55,q55ans,q56,q56ans,q57,q57ans,q58,q58ans,q59,q59ans,q60,q60ans,sixth_deckA_mental,sixth_deckA_boredom,sixth_deckB_mental,sixth_deckB_boredom,q61,q61ans,q62,q62ans,q63,q63ans,q64,q64ans,q65,q65ans,q66,q66ans,q67,q67ans,q68,q68ans,q69,q69ans,q70,q70ans,seventh_deckA_mental,seventh_deckA_boredom,seventh_deckB_mental,seventh_deckB_boredom,q71,q71ans,q72,q72ans,q73,q73ans,q74,q74ans,q75,q75ans,q76,q76ans,q77,q77ans,q78,q78ans,q79,q79ans,q80,q80ans,eigth_deckA_mental,eigth_deckA_boredom,eigth_deckB_mental,eigth_deckB_boredom,selfadmit,attencheck2,nfc_1r,nfc_2r,nfc_3r,nfc_4r,nfc_5r,nfc_6r,nfc_7r,nfc_8r,nfc_9r,nfc_10r,nfc_11r,nfc_12r,nfc_13r,nfc_14r,nfc_15r,nfc_16r,nfc_17r,nfc_18r,bps_1r,bps_2r,bps_3r,bps_4r,bps_5r,bps_6r,bps_7r,bps_8r,moe_1r,moe_2r,moe_3r,moe_4r,moe_5r,moe_6r,moe_7r,moe_8r,moe_9r,moe_10r,moe_11r,moe_12r,moe_13r,moe_14r,moe_15r,moe_16r,moe_17r,moe_18r
104,Green,ADD 3,incorrect,ADD 3,correct,DO NOTHING, ,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,ADD 3,correct,DO NOTHING, ,ADD 3,correct,ADD 3,incorrect,0,7,5.06,0,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,0,7,5.01,0,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,0,7,4.99,0,ADD 3,correct,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,0,7,5.04,0,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,0,7,5.01,0,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,incorrect,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,0,7,5.04,0,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,0,7,6.1,1,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,0,7,6.01,2.01,Yes,Blue,2,2,1,2,1,4,3,4,3,4,3,1,5,3,4,5,3,2,7,5,5,6,7,6,5,6,4,5,3,4,5,5,3,3,5,3,3,5,3,4,4,3,3,3
105,Green,DO NOTHING, ,ADD 3,incorrect,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,incorrect,0,3.76,7,0.13,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,DO NOTHING, ,0,4.33,7,1.58,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,incorrect,ADD 3,incorrect,0,2.69,7,1.38,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,incorrect,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,0,2.93,7,0.94,ADD 3,incorrect,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,0,2.37,7,0.71,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,0,4.21,7,0.87,DO NOTHING, ,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,ADD 3,incorrect,0,2.76,5.97,0.76,DO NOTHING, ,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,correct,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,0,2.22,5.84,0.34,Yes,Blue,3,4,3,3,2,3,4,3,3,3,4,1,4,3,4,5,2,3,6,5,4,5,2,5,4,2,4,5,3,4,4,5,1,3,4,3,4,4,1,4,3,4,3,1
106,Green,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,0.91,4.07,6.07,3.23,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,0.96,3.1,5.06,4.09,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,1.11,2.96,6.1,4.34,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,0.96,3.12,6.12,5.1,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,0.94,1.98,5.97,5.14,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,1.03,1.16,5.13,5.21,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,1,5.4,6.11,6.01,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,1.05,4.18,5.17,5.13,No,Blue,4,3,2,2,4,2,4,3,4,3,4,2,2,2,4,2,2,3,5,2,5,4,4,2,3,3,5,4,3,4,3,3,3,3,4,4,4,5,4,4,3,3,3,3
107,Green,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,ADD 3,correct,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,ADD 3,incorrect,0.05,2.94,6.99,2.89,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,0.05,2.18,6.63,3.04,DO NOTHING, ,ADD 3,correct,ADD 3,incorrect,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,0,2.75,6.89,5.31,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,0,1.88,7,2.92,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,ADD 3,correct,DO NOTHING, ,0.05,2.97,6.83,2.24,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,ADD 3,correct,0.05,3.02,6.24,1.2,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,0.05,3.99,6.23,0.71,DO NOTHING, ,ADD 3,correct,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,0.05,4.55,6.45,1.76,Yes,Blue,2,1,2,4,5,2,5,5,5,4,5,1,3,4,2,3,5,3,7,5,6,6,5,7,6,4,4,4,4,3,5,4,1,1,5,3,3,5,3,4,5,3,3,4
108,Green,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,0,7,7,0.25,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,0,4.03,7,5.15,DO NOTHING, ,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,0,2.02,5.04,0,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,0,7,3.04,0,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,0,7,3.05,0,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,ADD 3,incorrect,0,7,5.02,0,DO NOTHING, ,ADD 3,incorrect,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,ADD 3,correct,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,0,6.02,3.04,0.97,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,0,6.1,3,1.01,Yes,Blue,1,5,5,5,2,2,5,3,5,1,1,3,2,1,2,5,2,1,5,1,5,5,5,6,7,6,5,4,5,5,5,5,1,1,5,3,3,5,3,4,5,5,3,3
109,Green,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,DO NOTHING, ,ADD 3,incorrect,0,3,6.06,0.48,ADD 3,correct,DO NOTHING, ,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,0.09,2.06,5.19,0.96,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,0,2.61,4.19,0.48,ADD 3,incorrect,ADD 3,correct,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,ADD 3,correct,0.05,1.3,4.05,1.08,ADD 3,incorrect,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,0.04,0.39,4.19,0.31,DO NOTHING, ,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,ADD 3,correct,ADD 3,correct,0.21,0.09,2.15,0.53,ADD 3,correct,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,ADD 3,correct,DO NOTHING, ,ADD 3,incorrect,ADD 3,correct,DO NOTHING, ,0.05,0.05,2.32,0.27,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,incorrect,ADD 3,incorrect,0.02,0.18,2.44,0.47,Yes,Blue,3,5,2,2,4,4,4,2,2,3,4,1,3,3,3,2,4,4,2,3,4,2,3,3,1,4,5,3,3,4,5,5,1,3,5,3,5,4,1,4,4,4,1,1
110,Green,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,0,2.05,6.14,3.01,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,0,1.55,5.02,2.9,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,0.13,0.72,6.56,2.23,ADD 3,incorrect,ADD 3,correct,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,ADD 3,correct,DO NOTHING, ,0,1.88,6.91,3.66,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,0,0.31,5.55,1.5,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,0.09,0.06,6.37,0.53,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,0.16,1.49,4.19,0.15,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,0.02,3.45,0,6.7,Yes,Blue,1,1,4,4,4,2,5,4,4,4,4,2,4,4,2,4,4,4,5,2,5,5,2,5,6,5,3,4,4,4,4,4,4,5,5,4,4,3,4,3,3,3,4,4
111,Green,ADD 3,incorrect,ADD 3,correct,ADD 3,incorrect,ADD 3,correct,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,ADD 3,incorrect,DO NOTHING, ,0.09,1.32,1.5,0.1,DO NOTHING, ,ADD 3,incorrect,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,0.05,0.05,0.82,0.42,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,0.05,0.05,1.15,0.29,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,0,1.34,0.35,0.05,ADD 3,correct,ADD 3,incorrect,ADD 3,incorrect,ADD 3,correct,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,0.2,0.57,0.63,0.11,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,correct,ADD 3,incorrect,DO NOTHING, ,ADD 3,incorrect,0.05,0.43,0.26,0.05,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,incorrect,ADD 3,incorrect,ADD 3,correct,0.05,0.53,0.49,0.05,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,ADD 3,correct,ADD 3,incorrect,ADD 3,correct,ADD 3,incorrect,0.05,0.05,0.46,0.05,No,Blue,5,4,1,4,2,5,2,3,2,5,5,2,3,5,4,5,3,3,6,2,3,7,7,2,4,5,4,3,5,3,3,3,3,1,4,4,3,1,3,3,3,3,4,4
112,Green,DO NOTHING, ,ADD 3,incorrect,ADD 3,correct,DO NOTHING, ,ADD 3,correct,ADD 3,incorrect,DO NOTHING, ,ADD 3,correct,ADD 3,incorrect,DO NOTHING, ,0.06,4.91,5.06,0.09,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,0.14,4.04,3.94,0.77,ADD 3,incorrect,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,ADD 3,correct,ADD 3,correct,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,0.38,6.08,3.77,2.52,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,ADD 3,correct,DO NOTHING, ,ADD 3,incorrect,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,0.12,5.92,2.93,2.86,DO NOTHING, ,ADD 3,incorrect,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,0.17,6.98,3.04,3.21,ADD 3,correct,DO NOTHING, ,ADD 3,correct,ADD 3,incorrect,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,0.13,6.45,2.83,3.06,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,ADD 3,incorrect,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,ADD 3,incorrect,0.24,7,3.58,3.9,ADD 3,correct,ADD 3,incorrect,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,ADD 3,correct,0.24,7,3.04,3.77,No,Blue,3,4,2,3,3,4,2,4,3,3,4,2,2,3,3,4,4,2,5,5,7,4,7,5,6,5,3,3,3,5,4,4,4,5,4,3,3,3,3,3,4,4,1,3
113,Green,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,0.04,7,4,2.02,ADD 3,incorrect,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,0.05,7,3.98,1.03,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,0.06,7,4.04,0.08,DO NOTHING, ,ADD 3,correct,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,0.02,7,3.99,0.1,DO NOTHING, ,ADD 3,incorrect,ADD 3,incorrect,DO NOTHING, ,ADD 3,incorrect,ADD 3,correct,ADD 3,incorrect,ADD 3,incorrect,ADD 3,correct,ADD 3,incorrect,0.05,7,3.99,1.06,DO NOTHING, ,DO NOTHING, ,ADD 3,incorrect,ADD 3,incorrect,DO NOTHING, ,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,0.05,7,4.04,3.11,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,incorrect,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,0.1,7,4.05,4.08,DO NOTHING, ,ADD 3,incorrect,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,ADD 3,incorrect,ADD 3,incorrect,DO NOTHING, ,DO NOTHING, ,0.11,7,3.99,3.08,No,Blue,4,4,4,2,2,1,4,4,2,4,4,2,4,2,2,2,1,4,3,3,6,5,5,5,5,3,5,3,4,5,5,5,3,1,5,4,3,5,4,5,4,4,4,5
114,Green,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,DO NOTHING, ,0,7,4.03,0,ADD 3,incorrect,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,0,7,5.02,0,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,ADD 3,correct,0,7,5.01,0,ADD 3,correct,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,DO NOTHING, ,ADD 3,correct,0,7,5.01,0,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,ADD 3,correct,DO NOTHING, ,ADD 3,correct,ADD 3,correct,ADD 3,correct,0,7,5.06,0,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,DO NOTHING, ,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,0,7,5.05,0,ADD 3,correct,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,ADD 3,incorrect,ADD 3,correct,ADD 3,incorrect,0,7,5.54,0,ADD 3,correct,ADD 3,incorrect,ADD 3,correct,ADD 3,correct,ADD 3,incorrect,DO NOTHING, ,ADD 3,correct,ADD 3,correct,ADD 3,correct,ADD 3,correct,0,7,6.54,0,No,Blue,4,4,1,1,3,3,1,2,2,4,5,1,4,5,2,5,1,4,5,3,6,5,5,3,3,5,4,3,5,4,5,4,1,1,5,3,3,5,1,4,4,4,1,1
115,Green,ADD 3,correct,DO NOTHING, ,ADD 3,correct,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,1.95,3.93,5,1.89,DO NOTHING, ,ADD 3,correct,ADD 3,correct,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,1.99,5,5.05,1.91,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,ADD 3,correct,DO NOTHING, ,1.03,5.16,3.03,3.07,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,0.96,5.04,4,3,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,0.97,5.96,3.96,3.92,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,0,6.18,3.97,4.02,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,0.89,6.19,4.94,4.92,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,DO NOTHING, ,0,6.13,5.01,6.03,Yes,Blue,1,2,4,3,4,2,4,4,4,3,4,3,4,2,2,2,3,3,6,5,5,6,6,5,2,5,4,4,3,3,3,4,3,3,3,3,3,3,3,4,4,4,3,4
